,ID,Name,Parameter,Language,Frequency,Confidence,References
0,63A,'And' different from 'with',Noun Phrase Conjunction,Serrano,,,Hill 1967
1,77A,Indirect only,Semantic Distinctions of Evidentiality,Serrano,,,Hill 1967
2,78A,Verbal affix or clitic,Coding of Evidentiality,Serrano,,,Hill 1967
3,106A,Identical to reflexive,Reciprocal Constructions,Serrano,,,Langacker 1976
4,117A,'Have',Predicative Possession,Serrano,,,Hill 1967
