,ID,Name,Parameter,Language,Frequency,Confidence,References
0,73A,Inflectional optative present,The Optative,Talysh (Azerbaijan),,,Miller 1953
1,121A,Locational,Comparative Constructions,Talysh (Azerbaijan),,,Schulze 2000
