,ID,Name,Parameter,Language,Frequency,Confidence,References
0,9A,No velar nasal,The Velar Nasal,Krenak,,,Lomtatidze and Klychev 1989
1,73A,Inflectional optative present,The Optative,Krenak,,,Genko 1995
2,109A,Benefactive and other; both bases,Applicative Constructions,Krenak,,,O'Herin 2001
3,109B,Instrument and locative,Other Roles of Applied Objects,Krenak,,,
4,118A,Verbal encoding,Predicative Adjectives,Krenak,,,Lomtatidze and Klychev 1989
5,119A,Different,Nominal and Locational Predication,Krenak,,,Lomtatidze and Klychev 1989
6,120A,Impossible,Zero Copula for Predicate Nominals,Krenak,,,Lomtatidze and Klychev 1989
7,138A,Words derived from Sinitic cha,Tea,Krenak,,,Anonymous 1956
