,ID,Name,Parameter,Language,Frequency,Confidence,References
0,9A,No velar nasal,The Velar Nasal,Lughat al-Isharat al-Lubnaniya,,,Lomtatidze and Klychev 1989
1,73A,Inflectional optative present,The Optative,Lughat al-Isharat al-Lubnaniya,,,Genko 1995
2,109A,Benefactive and other; both bases,Applicative Constructions,Lughat al-Isharat al-Lubnaniya,,,O'Herin 2001
3,109B,Instrument and locative,Other Roles of Applied Objects,Lughat al-Isharat al-Lubnaniya,,,
4,118A,Verbal encoding,Predicative Adjectives,Lughat al-Isharat al-Lubnaniya,,,Lomtatidze and Klychev 1989
5,119A,Different,Nominal and Locational Predication,Lughat al-Isharat al-Lubnaniya,,,Lomtatidze and Klychev 1989
6,120A,Impossible,Zero Copula for Predicate Nominals,Lughat al-Isharat al-Lubnaniya,,,Lomtatidze and Klychev 1989
7,138A,Words derived from Sinitic cha,Tea,Lughat al-Isharat al-Lubnaniya,,,Anonymous 1956
