,ID,Name,Parameter,Language,Frequency,Confidence,References
0,9A,No velar nasal,The Velar Nasal,Tepehuan (Southeastern),,,Willett 1991
1,14A,No fixed stress,Fixed Stress Locations,Tepehuan (Southeastern),,,Kim 1988
2,15A,Left-edge: First or second,Weight-Sensitive Stress,Tepehuan (Southeastern),,,Kim 1988
3,16A,Long vowel or coda consonant,Weight Factors in Weight-Sensitive Stress Systems,Tepehuan (Southeastern),,,Kim 1988
4,17A,Trochaic,Rhythm Types,Tepehuan (Southeastern),,,Kim 1988
5,27A,Full reduplication only,Reduplication,Tepehuan (Southeastern),,,Willett 1979
6,33A,Plural prefix,Coding of Nominal Plurality,Tepehuan (Southeastern),,,Willett 1991
7,34A,"All nouns, always obligatory",Occurrence of Nominal Plurality,Tepehuan (Southeastern),,,Willett 1991
8,35A,Person-number affixes,Plurality in Independent Personal Pronouns,Tepehuan (Southeastern),,,Willett 1991
9,38A,Indefinite word same as 'one',Indefinite Articles,Tepehuan (Southeastern),,,Willett 1991
10,46A,Interrogative-based,Indefinite Pronouns,Tepehuan (Southeastern),,,Willett 1991
11,55A,Absent,Numeral Classifiers,Tepehuan (Southeastern),,,Willett 1991
12,56A,Formally different,Conjunctions and Universal Quantifiers,Tepehuan (Southeastern),,,Willett 1991
13,57A,Possessive prefixes,Position of Pronominal Possessive Affixes,Tepehuan (Southeastern),,,Willett 1991
14,64A,Identity,Nominal and Verbal Conjunction,Tepehuan (Southeastern),,,Willett 1991
15,69A,Tense-aspect suffixes,Position of Tense-Aspect Affixes,Tepehuan (Southeastern),,,Willett 1991
16,82A,VS,Order of Subject and Verb,Tepehuan (Southeastern),,,Willett 1991
17,83A,VO,Order of Object and Verb,Tepehuan (Southeastern),,,Willett 1991
18,85A,Postpositions,Order of Adposition and Noun Phrase,Tepehuan (Southeastern),,,Willett 1991
19,87A,Noun-Adjective,Order of Adjective and Noun,Tepehuan (Southeastern),,,Willett 1991
20,88A,Demonstrative-Noun,Order of Demonstrative and Noun,Tepehuan (Southeastern),,,Willett 1991
21,92A,No question particle,Position of Polar Question Particles,Tepehuan (Southeastern),,,Willett 1991
22,95A,VO and Postpositions,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Tepehuan (Southeastern),,,
23,97A,VO and NAdj,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Tepehuan (Southeastern),,,
24,101A,Subject affixes on verb,Expression of Pronominal Subjects,Tepehuan (Southeastern),,,Willett 1991
25,105A,Secondary-object construction,Ditransitive Constructions: The Verb 'Give',Tepehuan (Southeastern),,,Willett 1991
26,116A,Interrogative intonation only,Polar Questions,Tepehuan (Southeastern),,,Willett 1991
27,124A,Desiderative verbal affix,'Want' Complement Subjects,Tepehuan (Southeastern),,,Willett 1991
