,ID,Name,Parameter,Language,Frequency,Confidence,References
0,81A,SOV,"Order of Subject, Object and Verb",Tibetan (Drokpa),,,Kretschmar 1986
1,82A,SV,Order of Subject and Verb,Tibetan (Drokpa),,,Kretschmar 1986
2,83A,OV,Order of Object and Verb,Tibetan (Drokpa),,,Kretschmar 1986
3,87A,Noun-Adjective,Order of Adjective and Noun,Tibetan (Drokpa),,,Kretschmar 1986
4,88A,Noun-Demonstrative,Order of Demonstrative and Noun,Tibetan (Drokpa),,,Kretschmar 1986
5,89A,Noun-Numeral,Order of Numeral and Noun,Tibetan (Drokpa),,,Kretschmar 1986
6,90A,Mixed,Order of Relative Clause and Noun,Tibetan (Drokpa),,,Kretschmar 1986
7,90B,RelN or NRel,Prenominal relative clauses,Tibetan (Drokpa),,,Kretschmar 1986
8,90C,NRel or RelN,Postnominal relative clauses,Tibetan (Drokpa),,,Kretschmar 1986
9,96A,Other,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,Tibetan (Drokpa),,,
10,97A,OV and NAdj,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Tibetan (Drokpa),,,
11,112A,Negative affix,Negative Morphemes,Tibetan (Drokpa),,,Kretschmar 1986
12,143A,[Neg-V],Order of Negative Morpheme and Verb,Tibetan (Drokpa),,,Kretschmar 1986
13,143E,[Neg-V],Preverbal Negative Morphemes,Tibetan (Drokpa),,,Kretschmar 1986
14,143F,None,Postverbal Negative Morphemes,Tibetan (Drokpa),,,Kretschmar 1986
15,143G,None,Minor morphological means of signaling negation,Tibetan (Drokpa),,,Kretschmar 1986
16,144A,MorphNeg,"Position of Negative Word With Respect to Subject, Object, and Verb",Tibetan (Drokpa),,,Kretschmar 1986
17,144L,SO[Neg-V],The Position of Negative Morphemes in SOV Languages,Tibetan (Drokpa),,,Kretschmar 1986
18,144P,No NegSOV,NegSOV Order,Tibetan (Drokpa),,,Kretschmar 1986
19,144Q,No SNegOV,SNegOV Order,Tibetan (Drokpa),,,Kretschmar 1986
20,144R,Prefix&NoDoubleNeg,SONegV Order,Tibetan (Drokpa),,,Kretschmar 1986
21,144S,NoSOVNeg,SOVNeg Order,Tibetan (Drokpa),,,Kretschmar 1986
