,ID,Name,Parameter,Language,Frequency,Confidence,References
0,14A,Ultimate,Fixed Stress Locations,Weri,,,Boxwell and Boxwell 1966
1,15A,Fixed stress (no weight-sensitivity),Weight-Sensitive Stress,Weri,,,Boxwell and Boxwell 1966
2,16A,No weight,Weight Factors in Weight-Sensitive Stress Systems,Weri,,,Boxwell and Boxwell 1966
3,17A,Iambic,Rhythm Types,Weri,,,Boxwell and Boxwell 1966
