,ID,Name,Parameter,Language,Frequency,Confidence,References
0,69A,Tense-aspect prefixes,Position of Tense-Aspect Affixes,Yansi,,,Mayanga 1985
1,86A,Noun-Genitive,Order of Genitive and Noun,Yansi,,,Mayanga 1985
2,88A,Noun-Demonstrative,Order of Demonstrative and Noun,Yansi,,,Mayanga 1985
3,93A,Not initial interrogative phrase,Position of Interrogative Phrases in Content Questions,Yansi,,,Mayanga 1985
4,94A,Initial subordinator word,Order of Adverbial Subordinator and Clause,Yansi,,,Mayanga 1985
