,ID,Name,Parameter,Language,Frequency,Confidence,References
0,9A,No velar nasal,The Velar Nasal,Saho,,,Lomtatidze and Klychev 1989
1,73A,Inflectional optative present,The Optative,Saho,,,Genko 1995
2,109A,Benefactive and other; both bases,Applicative Constructions,Saho,,,O'Herin 2001
3,109B,Instrument and locative,Other Roles of Applied Objects,Saho,,,
4,118A,Verbal encoding,Predicative Adjectives,Saho,,,Lomtatidze and Klychev 1989
5,119A,Different,Nominal and Locational Predication,Saho,,,Lomtatidze and Klychev 1989
6,120A,Impossible,Zero Copula for Predicate Nominals,Saho,,,Lomtatidze and Klychev 1989
7,138A,Words derived from Sinitic cha,Tea,Saho,,,Anonymous 1956
