,ID,Name,Parameter,Language,Frequency,Confidence,References
0,14A,No fixed stress,Fixed Stress Locations,Selaru,,,Coward 1989
1,15A,Right-edge: Ultimate or penultimate,Weight-Sensitive Stress,Selaru,,,Coward 1989
2,16A,Coda consonant,Weight Factors in Weight-Sensitive Stress Systems,Selaru,,,Coward 1989
3,17A,Trochaic,Rhythm Types,Selaru,,,Coward 1989
