,ID,Name,Parameter,Language,Frequency,Confidence,References
0,9A,No velar nasal,The Velar Nasal,Xavánte,,,Rodrigues 1999b
1,26A,Weakly prefixing,Prefixing vs. Suffixing in Inflectional Morphology,Xavánte,,,McLeod and Mitchell 1980
2,27A,No productive reduplication,Reduplication,Xavánte,,,
3,33A,No plural,Coding of Nominal Plurality,Xavánte,,,McLeod and Mitchell 1980
4,51A,No case affixes or adpositional clitics,Position of Case Affixes,Xavánte,,,McLeod and Mitchell 1980
5,57A,Possessive prefixes,Position of Pronominal Possessive Affixes,Xavánte,,,McLeod and Mitchell 1980
6,69A,No tense-aspect inflection,Position of Tense-Aspect Affixes,Xavánte,,,McLeod and Mitchell 1980
7,82A,SV,Order of Subject and Verb,Xavánte,,,McLeod and Mitchell 1980
8,85A,Postpositions,Order of Adposition and Noun Phrase,Xavánte,,,McLeod and Mitchell 1980
9,86A,Genitive-Noun,Order of Genitive and Noun,Xavánte,,,McLeod and Mitchell 1980
10,91A,Adjective-Degree word,Order of Degree Word and Adjective,Xavánte,,,McLeod and Mitchell 1980
11,92A,Initial,Position of Polar Question Particles,Xavánte,,,McLeod and Mitchell 1980
12,112A,Negative particle,Negative Morphemes,Xavánte,,,McLeod and Mitchell 1980
13,116A,Question particle,Polar Questions,Xavánte,,,McLeod and Mitchell 1980
14,143A,VNeg,Order of Negative Morpheme and Verb,Xavánte,,,McLeod and Mitchell 1980
15,143E,None,Preverbal Negative Morphemes,Xavánte,,,McLeod and Mitchell 1980
16,143F,VNeg,Postverbal Negative Morphemes,Xavánte,,,McLeod and Mitchell 1980
17,143G,None,Minor morphological means of signaling negation,Xavánte,,,McLeod and Mitchell 1980
