,ID,Name,Parameter,Language,Frequency,Confidence,References
0,52A,Identity,Comitatives and Instrumentals,Sorbian (Lower),,,Janas 1976
1,53A,"First, second, three-th",Ordinal Numerals,Sorbian (Lower),,,Janas 1976
