model	reduced	purity	score
knn_cut	0	0.19949968730456535	0.0649950734572895
knn_cut	10	0.19528673263113094	0.052184926878242166
knn_cut	20	0.1982833550630161	0.055084389417586976
knn_cut	30	0.19358419358419354	0.09343556596070957
knn_cut	40	0.19900158838211934	0.06294550658336728
knn_cut	50	0.2043160459450052	0.04351787085695347
knn_cut	60	0.20192307692307687	0.061816678781383416
knn_cut	70	0.19856604690727908	0.06527564367901006
knn_cut	80	0.20375902414737368	0.053295051488140066
knn_cut	90	0.19664498022706978	0.08738974215073636
knn_cut	100	0.19950287807430667	0.07248373231331073
knn_cut	110	0.20559806685461135	0.06405609661881151
knn_cut	120	0.1911359250068928	0.08105329375702008
knn_cut	130	0.20009916418756202	0.06392539948698084
knn_cut	140	0.19784382284382285	0.02541593038561496
knn_cut	150	0.19575648523016942	0.024366831522345533
knn_cut	160	0.19972196478220572	0.04866704293618196
knn_cut	170	0.2079949036470775	0.03645123616333734
knn_cut	180	0.20414201183431957	0.047753546843198436
knn_cut	190	0.2036848361351673	0.06991861861442406
knn_cut	200	0.1859852476290832	0.030298089583981724
knn_cut	210	0.18939807237679573	0.03207176602356698
knn_cut	220	0.19202488687782804	0.058306975690648244
knn_cut	230	0.19964768056371107	0.10712858235516731
knn_cut	240	0.21001221001221004	0.0335763228800956
knn_cut	250	0.17895740623013345	0.04334601968125584
knn_cut	260	0.20767020335985853	0.04364249032901557
knn_cut	270	0.19854469854469858	0.03865862314867963
knn_cut	280	0.2114175133043058	0.03178955707839015
knn_cut	290	0.19700431581619704	0.03301565009624419
knn_cut	300	0.19564636752136755	0.012412657630191282
knn_cut	310	0.20329670329670335	0.030983847584591162
knn_cut	320	0.19797257006559332	0.01894200251942535
knn_cut	330	0.21050965495409935	0.08632240807411962
knn_cut	340	0.21457489878542513	0.03725016172075013
knn_cut	350	0.18345973275550742	0.14799858227654994
knn_cut	360	0.20493395493395494	0.1418353848458099
knn_cut	370	0.1834804539722572	0.0002655939446467581
knn_cut	380	0.20260989010989006	0.0486661053829609
knn_cut	390	0.1933132227249874	0.037563466517982924
knn_cut	400	0.21125975473801561	-0.02393244246592896
knn_cut	410	0.23827392120075042	0.1938075623555604
knn_cut	420	0.20833333333333337	-0.010252295646349663
knn_cut	430	0.20471464019851116	-0.05487726313438068
knn_cut	440	0.19033530571992108	-0.008375988033276105
knn_cut	450	0.22039072039072038	0.0196705510533155
knn_cut	460	0.19951923076923073	0.03477670259925669
knn_cut	470	0.21911421911421913	0.0644844271643974
knn_cut	480	0.20512820512820518	0.0608604061976723
