ID,Name,Parameter,Language,Frequency,Confidence,References
1A-grk,Average,Consonant Inventories,Greek (Modern),,,Householder et al. 1964
2A-grk,Average (5-6),Vowel Quality Inventories,Greek (Modern),,,Householder et al. 1964
3A-grk,Average,Consonant-Vowel Ratio,Greek (Modern),,,Householder et al. 1964
4A-grk,In both plosives and fricatives,Voicing in Plosives and Fricatives,Greek (Modern),,,Householder et al. 1964
5A-grk,None missing in /p t k b d g/,Voicing and Gaps in Plosive Systems,Greek (Modern),,,Householder et al. 1964
6A-grk,None,Uvular Consonants,Greek (Modern),,,Householder et al. 1964
7A-grk,No glottalized consonants,Glottalized Consonants,Greek (Modern),,,Householder et al. 1964
8A-grk,"/l/, no obstruent laterals",Lateral Consonants,Greek (Modern),,,Householder et al. 1964
9A-grk,No velar nasal,The Velar Nasal,Greek (Modern),,,
10A-grk,Contrast absent,Vowel Nasalization,Greek (Modern),,,Joseph and Philippaki-Warburton 1987
11A-grk,None,Front Rounded Vowels,Greek (Modern),,,Householder et al. 1964
12A-grk,Complex,Syllable Structure,Greek (Modern),,,Householder et al. 1964
13A-grk,No tones,Tone,Greek (Modern),,,Householder et al. 1964
14A-grk,Antepenultimate,Fixed Stress Locations,Greek (Modern),,,Drachman and Malikouti-Drachman 1999;Malikouti-Drachman and Drachman 1981
15A-grk,Fixed stress (no weight-sensitivity),Weight-Sensitive Stress,Greek (Modern),,,Drachman and Malikouti-Drachman 1999;Malikouti-Drachman and Drachman 1981
16A-grk,Lexical stress,Weight Factors in Weight-Sensitive Stress Systems,Greek (Modern),,,Drachman and Malikouti-Drachman 1999;Malikouti-Drachman and Drachman 1981
17A-grk,Trochaic,Rhythm Types,Greek (Modern),,,Drachman and Malikouti-Drachman 1999;Malikouti-Drachman and Drachman 1981
18A-grk,All present,Absence of Common Consonants,Greek (Modern),,,Householder et al. 1964
19A-grk,'Th' sounds,Presence of Uncommon Consonants,Greek (Modern),,,Householder et al. 1964
20A-grk,Exclusively concatenative,Fusion of Selected Inflectional Formatives,Greek (Modern),,,Holton et al. 1997;Mackridge 1985;Joseph and Philippaki-Warburton 1987
21A-grk,Case + number,Exponence of Selected Inflectional Formatives,Greek (Modern),,,Holton et al. 1997;Mackridge 1985;Joseph and Philippaki-Warburton 1987
21B-grk,TAM+agreement+diathesis,Exponence of Tense-Aspect-Mood Inflection,Greek (Modern),,,Holton et al. 1997;Joseph and Philippaki-Warburton 1987;Mackridge 1985
22A-grk,4-5 categories per word,Inflectional Synthesis of the Verb,Greek (Modern),,,Mackridge 1985;Holton et al. 1997
23A-grk,Double marking,Locus of Marking in the Clause,Greek (Modern),,,Holton et al. 1997;Joseph and Philippaki-Warburton 1987
24A-grk,Double marking,Locus of Marking in Possessive Noun Phrases,Greek (Modern),,,Holton et al. 1997;Joseph and Philippaki-Warburton 1987
25A-grk,Double-marking,Locus of Marking: Whole-language Typology,Greek (Modern),,,Holton et al. 1997;Joseph and Philippaki-Warburton 1987
25B-grk,Non-zero marking,Zero Marking of A and P Arguments,Greek (Modern),,,Holton et al. 1997;Joseph and Philippaki-Warburton 1987
26A-grk,Strongly suffixing,Prefixing vs. Suffixing in Inflectional Morphology,Greek (Modern),,,Joseph and Philippaki-Warburton 1987;Mackridge 1985;Holton et al. 1997
27A-grk,No productive reduplication,Reduplication,Greek (Modern),,,
28A-grk,Core and non-core,Case Syncretism,Greek (Modern),,,Sofroniou 1962
29A-grk,Not syncretic,Syncretism in Verbal Person/Number Marking,Greek (Modern),,,Sofroniou 1962
30A-grk,Three,Number of Genders,Greek (Modern),,,Mackridge 1985
31A-grk,Sex-based,Sex-based and Non-sex-based Gender Systems,Greek (Modern),,,Mackridge 1985
32A-grk,Semantic and formal,Systems of Gender Assignment,Greek (Modern),,,Mackridge 1985
33A-grk,Plural suffix,Coding of Nominal Plurality,Greek (Modern),,,Mackridge 1985
34A-grk,"All nouns, always obligatory",Occurrence of Nominal Plurality,Greek (Modern),,,Holton et al. 1997
35A-grk,Person-number stem + pronominal plural affix,Plurality in Independent Personal Pronouns,Greek (Modern),,,Mackridge 1985
36A-grk,No associative plural,The Associative Plural,Greek (Modern),,,
37A-grk,Definite word distinct from demonstrative,Definite Articles,Greek (Modern),,,Mackridge 1985
38A-grk,Indefinite word same as 'one',Indefinite Articles,Greek (Modern),,,Mackridge 1985
39A-grk,No inclusive/exclusive,Inclusive/Exclusive Distinction in Independent Pronouns,Greek (Modern),,,Ruge 1986
40A-grk,No inclusive/exclusive,Inclusive/Exclusive Distinction in Verbal Inflection,Greek (Modern),,,Ruge 1986
41A-grk,Three-way contrast,Distance Contrasts in Demonstratives,Greek (Modern),,,Holton et al. 1997
42A-grk,Identical,Pronominal and Adnominal Demonstratives,Greek (Modern),,,Holton et al. 1997
44A-grk,3rd person singular only,Gender Distinctions in Independent Personal Pronouns,Greek (Modern),,,Mackridge 1985
45A-grk,Binary politeness distinction,Politeness Distinctions in Pronouns,Greek (Modern),,,Mackridge 1985
46A-grk,Interrogative-based,Indefinite Pronouns,Greek (Modern),,,Holton et al. 1997
47A-grk,Differentiated,Intensifiers and Reflexive Pronouns,Greek (Modern),,,Joseph and Philippaki-Warburton 1987
48A-grk,No person marking,Person Marking on Adpositions,Greek (Modern),,,Mackridge 1985
49A-grk,3 cases,Number of Cases,Greek (Modern),,,Holton et al. 1997
50A-grk,Syncretism in relevant NP-types,Asymmetrical Case-Marking,Greek (Modern),,,Holton et al. 1997
51A-grk,Case suffixes,Position of Case Affixes,Greek (Modern),,,Mackridge 1985
52A-grk,Identity,Comitatives and Instrumentals,Greek (Modern),,,
53A-grk,"First, second, three-th",Ordinal Numerals,Greek (Modern),,,
54A-grk,Marked by preceding word,Distributive Numerals,Greek (Modern),,,
57A-grk,No possessive affixes,Position of Pronominal Possessive Affixes,Greek (Modern),,,Mackridge 1985
58A-grk,Absent,Obligatory Possessive Inflection,Greek (Modern),,,Holton et al. 1997;Joseph and Philippaki-Warburton 1987
58B-grk,None reported,Number of Possessive Nouns,Greek (Modern),,,Joseph and Philippaki-Warburton 1987;Holton et al. 1997
59A-grk,No possessive classification,Possessive Classification,Greek (Modern),,,Holton et al. 1997;Joseph and Philippaki-Warburton 1987
62A-grk,Ergative-Possessive,Action Nominal Constructions,Greek (Modern),,,Joseph and Philippaki-Warburton 1987
63A-grk,'And' different from 'with',Noun Phrase Conjunction,Greek (Modern),,,Joseph and Philippaki-Warburton 1987
64A-grk,Identity,Nominal and Verbal Conjunction,Greek (Modern),,,Holton et al. 1997
65A-grk,Grammatical marking,Perfective/Imperfective Aspect,Greek (Modern),,,Dahl 1985
