ID,Name,Parameter,Language,Frequency,Confidence,References
21A-hin,Monoexponential case,Exponence of Selected Inflectional Formatives,Hindi,,,Sandahl 2000;Butt 1994;McGregor 1977;Snell and Weightman 1989
21B-hin,TAM+agreement,Exponence of Tense-Aspect-Mood Inflection,Hindi,,,McGregor 1977;Snell and Weightman 1989;Sandahl 2000;Butt 1994
22A-hin,2-3 categories per word,Inflectional Synthesis of the Verb,Hindi,,,Snell and Weightman 1989
23A-hin,Double marking,Locus of Marking in the Clause,Hindi,,,
24A-hin,Dependent marking,Locus of Marking in Possessive Noun Phrases,Hindi,,,
25A-hin,Inconsistent or other,Locus of Marking: Whole-language Typology,Hindi,,,
25B-hin,Non-zero marking,Zero Marking of A and P Arguments,Hindi,,,
26A-hin,Strongly suffixing,Prefixing vs. Suffixing in Inflectional Morphology,Hindi,,,McGregor 1977;McGregor 1995
27A-hin,Productive full and partial reduplication,Reduplication,Hindi,,,McGregor 1977
28A-hin,Core and non-core,Case Syncretism,Hindi,,,McGregor 1977
29A-hin,Syncretic,Syncretism in Verbal Person/Number Marking,Hindi,,,McGregor 1977
30A-hin,Two,Number of Genders,Hindi,,,McGregor 1995
31A-hin,Sex-based,Sex-based and Non-sex-based Gender Systems,Hindi,,,McGregor 1995
32A-hin,Semantic and formal,Systems of Gender Assignment,Hindi,,,McGregor 1995
33A-hin,Plural suffix,Coding of Nominal Plurality,Hindi,,,McGregor 1977
34A-hin,"All nouns, always obligatory",Occurrence of Nominal Plurality,Hindi,,,
35A-hin,Person-number stem,Plurality in Independent Personal Pronouns,Hindi,,,Kachru 1980
36A-hin,No associative plural,The Associative Plural,Hindi,,,
37A-hin,No definite or indefinite article,Definite Articles,Hindi,,,McGregor 1977
38A-hin,No definite or indefinite article,Indefinite Articles,Hindi,,,McGregor 1977
39A-hin,No inclusive/exclusive,Inclusive/Exclusive Distinction in Independent Pronouns,Hindi,,,McGregor 1995
40A-hin,No person marking,Inclusive/Exclusive Distinction in Verbal Inflection,Hindi,,,McGregor 1995
43A-hin,Related for all demonstratives,Third Person Pronouns and Demonstratives,Hindi,,,McGregor 1995
44A-hin,No gender distinctions,Gender Distinctions in Independent Personal Pronouns,Hindi,,,McGregor 1977
45A-hin,Multiple politeness distinctions,Politeness Distinctions in Pronouns,Hindi,,,Sharma and Vermeer 1963
46A-hin,Special,Indefinite Pronouns,Hindi,,,
47A-hin,Identical,Intensifiers and Reflexive Pronouns,Hindi,,,Davison 2000
48A-hin,No person marking,Person Marking on Adpositions,Hindi,,,McGregor 1977
51A-hin,Case suffixes,Position of Case Affixes,Hindi,,,McGregor 1977
52A-hin,Differentiation,Comitatives and Instrumentals,Hindi,,,McGregor 1977
53A-hin,"First, two-th, three-th",Ordinal Numerals,Hindi,,,McGregor 1977
54A-hin,Marked by reduplication,Distributive Numerals,Hindi,,,Abbi 1992
55A-hin,Absent,Numeral Classifiers,Hindi,,,
56A-hin,"Formally similar, with interrogative",Conjunctions and Universal Quantifiers,Hindi,,,Emeneau 1980;Gil 1994b
