ID,Name,Parameter,Language,Frequency,Confidence,References
116A-alb,Question particle,Polar Questions,Albanian,,,Newmark et al. 1982
117A-alb,'Have',Predicative Possession,Albanian,,,Kacori 1979
118A-alb,Nonverbal encoding,Predicative Adjectives,Albanian,,,Camaj 1969
119A-alb,Identical,Nominal and Locational Predication,Albanian,,,Camaj 1969
120A-alb,Impossible,Zero Copula for Predicate Nominals,Albanian,,,Camaj 1969
121A-alb,Particle,Comparative Constructions,Albanian,,,Camaj 1969
124A-alb,Subject is expressed overtly,'Want' Complement Subjects,Albanian,,,Buchholz and Fiedler 1987
131A-alb,Decimal,Numeral Bases,Albanian,,,Newmark et al. 1982
138A-alb,Words derived from Sinitic cha,Tea,Albanian,,,
142A-alb,Logical meanings,Para-Linguistic Usages of Clicks,Albanian,,,
143A-alb,NegV,Order of Negative Morpheme and Verb,Albanian,,,Newmark et al. 1982;Newmark 1957
143E-alb,NegV,Preverbal Negative Morphemes,Albanian,,,Newmark 1957;Newmark et al. 1982
143F-alb,None,Postverbal Negative Morphemes,Albanian,,,Newmark 1957;Newmark et al. 1982
143G-alb,None,Minor morphological means of signaling negation,Albanian,,,Newmark 1957;Newmark et al. 1982
144A-alb,SNegVO,"Position of Negative Word With Respect to Subject, Object, and Verb",Albanian,,,Newmark et al. 1982;Newmark 1957
144B-alb,Immed preverbal,Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Albanian,,,Newmark 1957;Newmark et al. 1982
144D-alb,SNegVO,The Position of Negative Morphemes in SVO Languages,Albanian,,,Newmark 1957;Newmark et al. 1982
144H-alb,No NegSVO,NegSVO Order,Albanian,,,Newmark 1957;Newmark et al. 1982
144I-alb,Word&NoDoubleNeg,SNegVO Order,Albanian,,,Newmark et al. 1982;Newmark 1957
144J-alb,No SVNegO,SVNegO Order,Albanian,,,Newmark 1957;Newmark et al. 1982
144K-alb,No SVONeg,SVONeg Order,Albanian,,,Newmark et al. 1982;Newmark 1957
