ID,Name,Parameter,Language,Frequency,Confidence,References
1A-arm,Moderately large,Consonant Inventories,Armenian (Eastern),,,Allen 1950
2A-arm,Average (5-6),Vowel Quality Inventories,Armenian (Eastern),,,Allen 1950
3A-arm,Moderately high,Consonant-Vowel Ratio,Armenian (Eastern),,,Allen 1950
4A-arm,In fricatives alone,Voicing in Plosives and Fricatives,Armenian (Eastern),,,Allen 1950
5A-arm,Other,Voicing and Gaps in Plosive Systems,Armenian (Eastern),,,Allen 1950
6A-arm,Uvular continuants only,Uvular Consonants,Armenian (Eastern),,,Allen 1950
7A-arm,Ejectives only,Glottalized Consonants,Armenian (Eastern),,,Allen 1950
8A-arm,"/l/, no obstruent laterals",Lateral Consonants,Armenian (Eastern),,,Allen 1950
9A-arm,No velar nasal,The Velar Nasal,Armenian (Eastern),,,Minassian 1980
10A-arm,Contrast absent,Vowel Nasalization,Armenian (Eastern),,,Allen 1950
11A-arm,None,Front Rounded Vowels,Armenian (Eastern),,,Allen 1950
13A-arm,No tones,Tone,Armenian (Eastern),,,Allen 1950
14A-arm,No fixed stress,Fixed Stress Locations,Armenian (Eastern),,,Gulian 1957;Abeghian 1936;Fairbanks 1958
15A-arm,Unbounded: Stress can be anywhere,Weight-Sensitive Stress,Armenian (Eastern),,,Gulian 1957;Fairbanks 1958;Abeghian 1936
16A-arm,Prominence,Weight Factors in Weight-Sensitive Stress Systems,Armenian (Eastern),,,Fairbanks 1958;Gulian 1957;Abeghian 1936
17A-arm,Undetermined,Rhythm Types,Armenian (Eastern),,,Gulian 1957;Abeghian 1936;Fairbanks 1958
18A-arm,All present,Absence of Common Consonants,Armenian (Eastern),,,Allen 1950
19A-arm,None,Presence of Uncommon Consonants,Armenian (Eastern),,,Allen 1950
22A-arm,2-3 categories per word,Inflectional Synthesis of the Verb,Armenian (Eastern),,,Minassian 1980;Tumanjan 1966
26A-arm,Strongly suffixing,Prefixing vs. Suffixing in Inflectional Morphology,Armenian (Eastern),,,Stevick 1955
27A-arm,Full reduplication only,Reduplication,Armenian (Eastern),,,Greppin 2001
28A-arm,Core and non-core,Case Syncretism,Armenian (Eastern),,,Garibjan 1976
29A-arm,Not syncretic,Syncretism in Verbal Person/Number Marking,Armenian (Eastern),,,Garibjan 1976
