,'Want' Complement Subjects,'When' Clauses,Absence of Common Consonants,Action Nominal Constructions,Adjectives without Nouns,Adjoined relative clauses,Alignment of Case Marking of Full Noun Phrases,Alignment of Case Marking of Pronouns,Alignment of Verbal Person Marking,Antipassive Constructions,Applicative Constructions,Asymmetrical Case-Marking,Case Syncretism,Coding of Evidentiality,Coding of Nominal Plurality,Comitatives and Instrumentals,Comparative Constructions,Conjunctions and Universal Quantifiers,Consonant Inventories,Consonant-Vowel Ratio,Correlative relative clauses,Cultural Categories of Languages with Identity of 'Finger' and 'Hand',Definite Articles,Distance Contrasts in Demonstratives,Distributive Numerals,Ditransitive Constructions: The Verb 'Give',Double negation in verb-initial languages,Double-headed relative clauses,Epistemic Possibility,Exponence of Selected Inflectional Formatives,Exponence of Tense-Aspect-Mood Inflection,Expression of Pronominal Subjects,Finger and Hand,Fixed Stress Locations,Front Rounded Vowels,Fusion of Selected Inflectional Formatives,Gender Distinctions in Independent Personal Pronouns,"Genitives, Adjectives and Relative Clauses",Glottalized Consonants,Green and Blue,Hand and Arm,Imperative-Hortative Systems,Inclusive/Exclusive Distinction in Independent Pronouns,Inclusive/Exclusive Distinction in Verbal Inflection,Inclusive/Exclusive Forms in Pama-Nyungan,Indefinite Articles,Indefinite Pronouns,Inflectional Synthesis of the Verb,Intensifiers and Reflexive Pronouns,Internally-headed relative clauses,Irregular Negatives in Sign Languages,Languages with different word order in negative clauses,"Languages with two Dominant Orders of Subject, Object, and Verb",Lateral Consonants,Locus of Marking in Possessive Noun Phrases,Locus of Marking in the Clause,Locus of Marking: Whole-language Typology,M in First Person Singular,M in Second Person Singular,M-T Pronouns,Minor morphological means of signaling negation,Multiple Negative Constructions in SOV Languages,Multiple Negative Constructions in SVO Languages,N-M Pronouns,Nasal Vowels in West Africa,NegSOV Order,NegSVO Order,Negative Indefinite Pronouns and Predicate Negation,Negative Morphemes,Nominal and Locational Predication,Nominal and Verbal Conjunction,Nonperiphrastic Causative Constructions,Noun Phrase Conjunction,Number of Basic Colour Categories,Number of Cases,Number of Genders,Number of Non-Derived Basic Colour Categories,Number of Possessive Nouns,Numeral Bases,Numeral Classifiers,Obligatory Double Negation,Obligatory Double Negation in SOV languages,Obligatory Double Negation in SVO languages,Obligatory Possessive Inflection,Occurrence of Nominal Plurality,Optional Double Negation,Optional Double Negation in SOV languages,Optional Double Negation in SVO languages,Optional Triple Negation,Order of Adjective and Noun,Order of Adposition and Noun Phrase,Order of Adverbial Subordinator and Clause,Order of Degree Word and Adjective,Order of Demonstrative and Noun,Order of Genitive and Noun,Order of Negative Morpheme and Verb,Order of Numeral and Noun,Order of Object and Verb,"Order of Object, Oblique, and Verb",Order of Person Markers on the Verb,Order of Relative Clause and Noun,Order of Subject and Verb,"Order of Subject, Object and Verb",Ordinal Numerals,Other Roles of Applied Objects,Overlap between Situational and Epistemic Modal Marking,Para-Linguistic Usages of Clicks,Passive Constructions,Perfective/Imperfective Aspect,Periphrastic Causative Constructions,Person Marking on Adpositions,Plurality in Independent Personal Pronouns,Polar Questions,Politeness Distinctions in Pronouns,Position of Case Affixes,Position of Interrogative Phrases in Content Questions,"Position of Negative Word With Respect to Subject, Object, and Verb",Position of Polar Question Particles,Position of Pronominal Possessive Affixes,Position of Tense-Aspect Affixes,Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Possessive Classification,Postnominal relative clauses,Postverbal Negative Morphemes,Predicative Adjectives,Predicative Possession,Prefixing vs. Suffixing in Inflectional Morphology,Prenominal relative clauses,Presence of Uncommon Consonants,Preverbal Negative Morphemes,Productivity of the Antipassive Construction,Pronominal and Adnominal Demonstratives,Purpose Clauses,Question Particles in Sign Languages,Reason Clauses,Reciprocal Constructions,Red and Yellow,Reduplication,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,Relativization on Obliques,Relativization on Subjects,Rhythm Types,SNegOV Order,SNegVO Order,SONegV Order,SOVNeg Order,SVNegO Order,SVONeg Order,Semantic Distinctions of Evidentiality,Sex-based and Non-sex-based Gender Systems,Situational Possibility,Subtypes of Asymmetric Standard Negation,Suppletion According to Tense and Aspect,Suppletion in Imperatives and Hortatives,Syllable Structure,Symmetric and Asymmetric Standard Negation,Syncretism in Verbal Person/Number Marking,Systems of Gender Assignment,Tea,The Associative Plural,The Future Tense,The Morphological Imperative,The Optative,The Past Tense,The Perfect,The Position of Negative Morphemes in Object-Initial Languages,The Position of Negative Morphemes in SOV Languages,The Position of Negative Morphemes in SVO Languages,The Position of Negative Morphemes in Verb-Initial Languages,The Prohibitive,The Velar Nasal,Third Person Pronouns and Demonstratives,Third Person Zero of Verbal Person Marking,Tone,Utterance Complement Clauses,Uvular Consonants,Verb-Initial with Clause-Final Negative,Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,Verb-Initial with Preverbal Negative,Verbal Number and Suppletion,Verbal Person Marking,Voicing and Gaps in Plosive Systems,Voicing in Plosives and Fricatives,Vowel Nasalization,Vowel Quality Inventories,Weight Factors in Weight-Sensitive Stress Systems,Weight-Sensitive Stress,Writing Systems,Zero Copula for Predicate Nominals,Zero Marking of A and P Arguments
Sursurunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green/blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-6.5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,Red vs. yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrongo,,,,,,,,,,Oblique patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No inclusive/exclusive opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partially productive,,,,,Distinct from reflexive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min (Southern),,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Hakka,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Donno So,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Kpelle,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Krymchak,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Leti,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Waris,,,All present,,,,,,,,,,,,,,,,Small,Low,,,,,,,,,,,,,,,None,,,,No glottalized consonants,,,,,,,,,,,,,,,"/l/, no obstruent laterals",,,,,,,,,,,,,,,,,,,,,,,,None reported,,,,,,Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No possessive classification,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately complex,,,,,,,,,,,,,,,,,,,,,None,,,,,,Other,No voicing contrast,,Large (7-14),,,,,
Araki,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Cua,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Greenlandic (West),,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Nias,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Ömie,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Nahali,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Nyangumarda,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Catalan,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Lisu,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Siriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melayu Betawi,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Mandinka,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Oksapmin,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Jad,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Ron,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Rawa,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Norwegian,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Gwari,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Sherpa,,,,,,,,,,,,,,Verbal affix or clitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,No NegSOV,,,Negative affix,,,,,,,,,,,,,,,,,,,,,Noun-Adjective,Postpositions,,,Demonstrative-Noun,Genitive-Noun,[Neg-V],Noun-Numeral,OV,,,,SV,SOV,,,,,,,,,,Question particle,,,Not initial interrogative phrase,MorphNeg,Final,,Tense-aspect suffixes,,,,None,,,,,,[Neg-V],,,,,,,,,OV and NAdj,OV and Postpositions,,,,,No SNegOV,,Prefix&NoDoubleNeg,NoSOVNeg,,,Direct and indirect,,,,,,,,,,,,,,,,,,SO[Neg-V],,,,,,,,,,,,,,,,,,,,,,,
Sema,,,,,,,,,Accusative,,,,,,Plural clitic,,,,,,,,,,,,,,,,,,,,,,3rd person singular only,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,Negative affix,,,,,,,,,,,,,,,,,,,,,Noun-Adjective,Postpositions,Final subordinator word,No dominant order,Noun-Demonstrative,Genitive-Noun,[V-Neg],Noun-Numeral,OV,XOV,A and P do not or do not both occur on the verb,,SV,,,,,,Absent,,,No person marking,,Question particle,,Postpositional clitics,Not initial interrogative phrase,MorphNeg,Final,Possessive prefixes,Tense-aspect suffixes,,,,[V-Neg],,,Weakly suffixing,,,None,,,,,,,,,OV and NAdj,OV and Postpositions,,,,,,,,,,,,,,,,,,,,,,,,Second person number-neutral,,,,,SV&OV&[V-Neg],,,Normal imperative + special negative,,,No person marking,,,,,,,,Only the P argument,,,,,,,,,
Mandan,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Boiken,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Spokane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,No fixed stress,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lexical stress,Not predictable,,,
Saek,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Haida,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Yahgan,,,,,,,,,,,,,,,,,Exceed,,,,,,,,,,,,,,,Mixed,Different,,,,,,,,Different,Neither type of system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adjective-Noun,Postpositions,,,Mixed,,,,OV,,,,SV,SOV,,,,,,,,,,,,Case suffixes,,,,No possessive affixes,Tense-aspect suffixes,,,,,,,,,,,,,,,,,,,OV and AdjN,OV and Postpositions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mokilko,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Pulopetak,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Italian,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Zande,,,All present,,,,,,Accusative,,,,,,Plural prefix,,,,Average,Average,,,,,,,,,,,,,,,None,,3rd person singular only,,No glottalized consonants,,,,,,,,,,,,,,,"Laterals, but no /l/, no obstruent laterals",,,,,,,None,,,,,,No NegSVO,,Double negation,Different,,,,,,Four,,,,,VNegNeg,,SVNegONeg,,,,,,,Adjective-Noun,Prepositions,,,Demonstrative before and after Noun,No dominant order,ObligDoubleNeg,Noun-Numeral,VO,,A precedes P,,SV,SVO,,,,,Present,,,No person marking,,,,Case suffixes,Not initial interrogative phrase,ObligDoubleNeg,,Possessive suffixes,Tense-aspect prefixes,,,,VNeg,Mixed,Conjunctional,Equal prefixing and suffixing,,Labial-velars,None,,,,,,,,,VO and AdjN,VO and Prepositions,,,,,,No SNegVO,,,Word&OnlyWithAnotherNeg,OnlyWithAnotherNeg,,Sex-based,,,,,,,,Semantic,,,,,,,,,,ObligNeg,,,,,No zero realization,Simple tone system,,None,,,,,Both the A and P arguments,None missing in /p t k b d g/,In both plosives and fricatives,,Large (7-14),,,,Impossible,
Chai,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Dadibi,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
Atikamekw,,,,,,,,,,,Benefactive and other; both bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instrument and locative,,,,,,,,,,,,,,,,,,,,Verbal encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,Inflectional optative present,,,,,,,,No velar nasal,,,,,,,,,,,,,,,,,,Impossible,
